X1,X2
0.835782097,-0.515730125
0.635388949,0.892042904
0.269464966,-0.25100776
0.98336382,-0.068018996
-0.868662326,0.327833553
0.985076724,0.307981248
0.86898219,0.440341336
1.380412627,-0.34598594
-0.36429943,1.001905836
0.195126495,0.896613223
0.090440929,0.07527616
-0.252212485,1.038274182
1.291082314,-0.478011787
0.35452831,0.948042581
1.736872924,-0.181266544
1.972651917,0.257919569
0.504061795,-0.381283507
-0.945051686,0.294559068
0.081159355,0.000303861
1.22999848,-0.490086452
-0.656546753,0.665364975
0.880156324,0.157953912
0.938431068,0.089539475
0.753090934,0.72330188
-0.903417069,0.05146176
1.919615029,0.070924663
-0.784252867,0.536187204
-0.975637175,0.210513901
1.85788797,0.071227458
0.19650966,0.136146704
0.106409357,-0.017442969
0.990368868,-0.47015017
0.52603519,0.84230765
1.491794307,-0.39310919
0.30182885,-0.187548889
-1.013879051,0.036037207
0.078863137,0.365358572
0.225060497,0.995989168
-0.621997704,0.741143308
0.442923393,0.852571252
-0.049163954,1.000913772
0.977301711,0.156684986
2.050256678,0.322997545
-0.965728563,0.336493912
0.113631595,0.113507679
0.591135711,0.749879382
0.038956049,0.996442049
-0.417720897,0.851107268
-0.045568352,0.395223994
0.150026278,-0.010525155
0.145040272,1.013322018
-0.997862349,-0.020022148
0.303162004,0.940446898
0.342802273,0.886742552
0.744967797,0.722935821
1.680157266,-0.174294721
1.571081399,-0.340856741
1.12742892,-0.446259752
0.9108798,0.522703383
-0.100466386,1.007059145
0.125986249,0.385430474
0.098458389,0.22728645
1.054125522,0.079589929
0.28328933,-0.092910258
0.363917917,-0.258447367
2.00133665,0.20480046
1.154251865,-0.514714067
2.058721054,0.302736118
0.492927044,0.822585572
0.838366937,-0.454235978
2.002555234,0.257484142
1.328678531,-0.486320869
-0.008300936,0.242217384
-0.486913338,0.835358309
-0.336064123,0.886830911
-0.012381339,0.422273724
0.956404609,0.118630265
-0.669234627,0.683005524
0.505517807,0.93349906
1.824416604,-0.053313054
1.758742811,-0.061787252
1.005628745,0.096188666
-0.024566317,0.41798272
-0.12728604,0.939966163
0.64913568,-0.431156568
1.87233759,0.11438792
-0.045016613,0.214996492
0.861816562,0.465434044
0.336992838,0.875607927
0.133475522,0.268819706
0.427040524,-0.300444727
0.268562428,0.942623375
-0.8222564,0.596579079
0.185755142,-0.092128426
-0.782620733,0.652833381
-0.050061938,0.99752016
0.906980034,-0.511265292
-1.001980894,0.051412674
-0.057987164,1.001353461
-0.012867457,0.396613754
0.950550702,0.115872337
1.327951078,-0.469990979
1.696087604,-0.280471462
-0.231155481,1.086798201
1.968580849,0.136218225
1.170443764,-0.514420213
-0.730827474,0.728646483
0.712527551,-0.422710494
